year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
1994,76,Nissan 300ZX Turbo (Z32) #005 (Cunningham) - Nissan V6 Twin-Turbo,1,GTS,Cunningham Racing (USA),Closed bodywork,Front-engined,Scott Pruett (USA)/Butch Leitzinger (USA)/Paul Gentilozzi (USA)/Steve Millen (NZ)preliminary session only: Johnny O'Connell (USA),NISSAN/YOKOHAMA,red/blue (+white),Yokohama,01/06/2017,Nissan Motorsport,Nissan,300ZX,Turbo (Z32),#005,Result: winner - (168.669 kph) - margin: 24 lapsGrid: 4th (1:48.3690),winner - (168.669 kph) - margin: 24 lapsGrid: 4th (1:48.3690),finished,4,1:48.3690,168.669 kph,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-076.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-076.jpg,https://www.racingsportscars.com/make/photo/Nissan.html,https://www.racingsportscars.com/type/photo/Nissan/300ZX.html,https://www.racingsportscars.com/suffix/photo/Nissan/300ZX/Turbo%20(Z32).html,https://www.racingsportscars.com/chassis/photo/Cunningham%20005.html
1994,86,Porsche 964 Turbo S LM # - Porsche F6 Twin-Turbo,2,GTS,Larbre Competition (F),Closed bodywork,Rear-engined,Bob Wollek (F)/Dominique Dupuy (F)/Jésus Pareja (E)/Jürgen Barth (D)DNS: Jack Leconte (F),FATurbo-EXPRESS,white (+red),Goodyear,04/06/2020,Gerald T. Johnson,Porsche,964 Turbo,S LM,#,Result: 2nd (24 laps behind the winner)Grid: 10th (1:54.8980),2nd (24 laps behind the winner)Grid: 10th (1:54.8980),finished,10,1:54.8980,24 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-086.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-086.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Turbo.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Turbo/S%20LM.html,https://www.racingsportscars.com/chassis/photo/964Turbo-S-LM-Larbre%23.html
1994,65,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZPS496066 - Porsche F6 2v SOHC 3800 cc N/A,3,GTU,Heico Motorsports (D),Closed bodywork,Rear-engined,Ulli Richter (D)/Karl-Heinz Wlazik (D)/Dirk Ebeling (D)/Günter Döbler (D),HEICO,yellow,Pirelli,15/11/2014,Diana Lippa,Porsche,964 Carrera,RSR 3.8,#WP0ZZZ96ZPS496066,Result: 3rd 1st in GTU (36 laps behind the winner)Grid: 23rd (2:00.5410),3rd 1st in GTU (36 laps behind the winner)Grid: 23rd (2:00.5410),finished,23,2:00.5410,36 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-065.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-065.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496066.html
1994,2,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZPS496081 - Porsche F6 2v SOHC N/A,4,GTU,Rohr Corporation (USA),Closed bodywork,Rear-engined,/Frank Katthöfer (D)/Harald Grohs (D)/Bernd Mayländer (D)/Mark Sandridge (USA)preliminary session only: Joe Varde (USA),MAXCOM/ROHR/SANDRIDGE,white (+red/yellow),NA,05/02/2025,Gerald T. Johnson,Porsche,964 Carrera,RSR 3.8,#WP0ZZZ96ZPS496081,Result: 4th (37 laps behind the winner)Grid: 13th (1:57.9370),4th (37 laps behind the winner)Grid: 13th (1:57.9370),finished,13,1:57.9370,37 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-0002.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-0002.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496081.html
1994,6,Oldsmobile Cutlass Supreme # (Rocketsports),5,GTS,Brix Racing,Closed bodywork,Front-engined,Tommy Riggins (USA)/R. K. Smith (USA)/Price Cobb (USA)/Irv Hoerr (USA)DNS: Darin Brassfield (USA),PageMart/Oldsmobile,white/violet (+brown),Goodyear,05/02/2025,Gerald T. Johnson,Oldsmobile,Cutlass,Supreme,#,Result: 5th (42 laps behind the winner)Grid: 63rd (no time),5th (42 laps behind the winner)Grid: 63rd (no time),finished,63,no time,42 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-006.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-006.jpg,https://www.racingsportscars.com/make/photo/Oldsmobile.html,https://www.racingsportscars.com/type/photo/Oldsmobile/Cutlass.html,https://www.racingsportscars.com/suffix/photo/Oldsmobile/Cutlass/Supreme.html,https://www.racingsportscars.com/chassis/photo/Cutlass-Brix-06%23.html
1994,0,Porsche 964 Carrera RSR #WP0ZZZ96ZPS496103 - Porsche F6 2v SOHC N/A,6,GTU,Konrad Motorsport (D),Closed bodywork,Rear-engined,Cor Euser (NL)/Antônio Hermann (BR)/Maurizio Sandro Sala (BR)/Franz Konrad (A),FONTE/CASA CENTRA,white (+turquoise/blue),Pirelli,05/02/2025,Gerald T. Johnson,Porsche,964 Carrera,RSR,#WP0ZZZ96ZPS496103,Result: 6th (43 laps behind the winner)Grid: 16th (1:59.8130),6th (43 laps behind the winner)Grid: 16th (1:59.8130),finished,16,1:59.8130,43 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-0000.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-0000.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496103.html
1994,94,Chevrolet Corvette ZR-1 # - Chevrolet V8/90° 2v OHV,7,GTS,Morrison Motorsports (USA),Closed bodywork,Front-engined,"John Heinricy (USA)/Andy Pilgrim (USA)/Stu Hayner (USA)/Boris Said (USA)preliminary session only: Ken Wilden (CDN); listed, never drove: Del Percilla (USA), Jim Minneker (USA), Scott Allman (USA)",Mobil 1,red/white (+black),Goodyear,05/02/2025,Gerald T. Johnson,Chevrolet,Corvette,ZR-1,#,Result: 7th (49 laps behind the winner)Grid: 11th (1:54.9290),7th (49 laps behind the winner)Grid: 11th (1:54.9290),finished,11,1:54.9290,49 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-094.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-094.jpg,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette.html,https://www.racingsportscars.com/suffix/photo/Chevrolet/Corvette/ZR-1.html,https://www.racingsportscars.com/chassis/photo/C4-ZR1-Morrison-02%23.html
1994,79,Porsche 964 Carrera RSR 3.8 - Porsche F6 2v SOHC 3800 cc N/A,8,GTU,Freisinger Motorsport (D),Closed bodywork,Rear-engined,"Edgar Dören (D)/Gualtiero Giribaldi (I)/Luigino Pagotto (I)/Sandro Angelastri (CH)listed, never drove: Michael Menden (D), Marcus Menden (D)",FREISINGER/ASE TRANSPORT,white (+red),Yokohama,11/04/2011,Gualtiero Giribaldi,Porsche,964 Carrera,RSR 3.8,NA,Result: 8th (51 laps behind the winner)Grid: 34th (2:03.7380),8th (51 laps behind the winner)Grid: 34th (2:03.7380),finished,34,2:03.7380,51 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-079.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-079.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html,NA
1994,2,Spice AK93 # - Oldsmobile V8 N/A,9,WSC,Brix Racing (USA),Open bodywork,Mid-engined,Jeremy Dale (CDN)/Ruggero Melgrati (I)/Bob Schader (USA)/Price Cobb (USA),MOTOROLA Cellular Phones/Mobilnet,violet/white (+red),Goodyear,04/06/2020,Gerald T. Johnson,Spice,AK93,NA,#,Result: 9th 1st in WSC (56 laps behind the winner)Grid: 2nd (1:48.1910),9th 1st in WSC (56 laps behind the winner)Grid: 2nd (1:48.1910),finished,2,1:48.1910,56 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Daytona-1994-02-06-002.jpg,https://www.racingsportscars.com/photo/1994/Daytona-1994-02-06-002.jpg,https://www.racingsportscars.com/make/photo/Spice.html,https://www.racingsportscars.com/type/photo/Spice/AK93.html,NA,https://www.racingsportscars.com/chassis/photo/SE93P-027.html
1994,63,Kudzu DG-3 WSC #006 - Mazda Rotary,10,WSC,Downing/Atlanta (USA),Open bodywork,Mid-engined,"Wayne Taylor (ZA)/Hugh Fuller (USA)/Charles Morgan (USA)/Jim Downing (USA)listed, never drove: Michael Dow (USA)",DANKA/Konica/COPIERS & FAX,white (+blue/red),Goodyear,NA,NA,Kudzu,DG-3,WSC,#006,Result: 10th (57 laps behind the winner)Grid: 5th (1:50.3500),10th (57 laps behind the winner)Grid: 5th (1:50.3500),finished,5,1:50.3500,57 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Kudzu.html,https://www.racingsportscars.com/type/photo/Kudzu/DG-3.html,https://www.racingsportscars.com/suffix/photo/Kudzu/DG-3/WSC.html,https://www.racingsportscars.com/chassis/photo/DG3-006.html
