year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
2001,2,Chevrolet Corvette C5-R #003 (Pratt & Miller) - Chevrolet LS1 V8/90° 2v OHV 6991 cc N/A,1,GTS,Corvette Racing (USA),Closed bodywork,Front-engined,Johnny O'Connell (USA)/Ron Fellows (CDN)/Chris Kneifel (USA)/Franck Fréon (F),Goodwrench/GMAC/AER,yellow,Goodyear,07/10/2002,GM Racing,Chevrolet,Corvette C5,-R,#003,Result: winner - (156.578 kph) - margin: 8 lapsGrid: 14th (1:47.3180) - 12th fastest qualifier,winner - (156.578 kph) - margin: 8 lapsGrid: 14th (1:47.3180) - 12th fastest qualifier,finished,14,1:47.3180,156.578 kph,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-002.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-002.jpg,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette%20C5.html,https://www.racingsportscars.com/suffix/photo/Chevrolet/Corvette%20C5/-R.html,https://www.racingsportscars.com/chassis/photo/C5R-003.html
2001,31,Porsche 996 GT3-RS #WP0ZZZ99Z1S692062 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,2,GT,White Lightning Racing,Closed bodywork,Rear-engined,"/Christian Menzel (D)/Randy Pobst (USA)/Mike Fitzgerald (USA)/Lucas Luhr (D)listed, never drove: Timo Bernhard (D)",WESTWARD-HO/MPIE,white/red/yellow,Dunlop,03/11/2013,Rick Wilson Maison Blanche,Porsche,996 GT3-RS,NA,#WP0ZZZ99Z1S692062,Result: 2nd 1st in GT (8 laps behind the winner)Grid: 39th (1:54.4860),2nd 1st in GT (8 laps behind the winner)Grid: 39th (1:54.4860),finished,39,1:54.4860,8 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-031.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-031.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-RS.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z1S692062.html
2001,86,Porsche 996 GT3-RS #WP0ZZZ99Z1S692078 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,3,GT,Freisinger Motorsports (D),Closed bodywork,Rear-engined,"Wolfgang Kaufmann (D)/Lance Stewart (USA)/Cyril Chateau (F)DNS: Paco Orti (E); listed, never drove: Christophe Bouchut (F), Jesús Diez de Villarroel (E)",YOKOHAMA/FREISINGER/ICER,white,Yokohama,03/11/2013,Rick Wilson Maison Blanche,Porsche,996 GT3-RS,NA,#WP0ZZZ99Z1S692078,Result: 3rd (12 laps behind the winner)Grid: 57th (1:56.4310),3rd (12 laps behind the winner)Grid: 57th (1:56.4310),finished,57,1:56.4310,12 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-086.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-086.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-RS.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z1S692078.html
2001,3,Chevrolet Corvette C5-R #004 (Pratt & Miller) - Chevrolet LS1 V8/90° 2v OHV 6991 cc N/A,4,GTS,Corvette Racing (USA),Closed bodywork,Front-engined,"/Dale Earnhardt (USA)/Andy Pilgrim (USA)/Kelly Collins (USA)/Dale Earnhardt, Jr. (USA)",Goodwrench/GMAC/AER,yellow,Goodyear,01/02/2018,GM Racing and Fred Lewis,Chevrolet,Corvette C5,-R,#004,Result: 4th (14 laps behind the winner)Grid: 19th (1:48.9140) - 18th fastest qualifier,4th (14 laps behind the winner)Grid: 19th (1:48.9140) - 18th fastest qualifier,finished,19,1:48.9140,14 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-003.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-003.jpg,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette%20C5.html,https://www.racingsportscars.com/suffix/photo/Chevrolet/Corvette%20C5/-R.html,https://www.racingsportscars.com/chassis/photo/C5R-004.html
2001,56,Porsche 996 GT3-RS #WP0ZZZ99Z1S692075 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,5,GT,Seikel Motorsport (D),Closed bodywork,Rear-engined,Gabrio Rosa (I)/Fabio Babini (I)/Alex Caffi (I)/Fabio Rosa (I),ROSA & C.,black,Yokohama,08/03/2002,Michael O. Crews,Porsche,996 GT3-RS,NA,#WP0ZZZ99Z1S692075,Result: 5th (19 laps behind the winner)Grid: 40th (1:54.7140),5th (19 laps behind the winner)Grid: 40th (1:54.7140),finished,40,1:54.7140,19 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-056.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-056.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-RS.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z1S692075.html
2001,1,Porsche 911 GT1 Evo #102 - Porsche F6 3600 cc Turbo,6,GTS,Bytzek Motorsport (CDN),Closed bodywork,Rear-engined,"Larry Schumacher (USA)/Harry Bytzek (CDN)/John Brenner (CDN)/James Holtom (CDN)preliminary session only: Scott Maxwell (CDN), David Empringham (CDN), Richard Spenard (CDN), Rudy Bartling (CDN); listed, never drove: Klaus Bytzek (CDN)",Tesma/Litens,silver,Dunlop,08/03/2002,Michael O. Crews,Porsche,911 GT1,Evo,#102,Result: 6th (24 laps behind the winner)Grid: 34th (1:53.2040),6th (24 laps behind the winner)Grid: 34th (1:53.2040),finished,34,1:53.2040,24 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-0001.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-0001.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20GT1.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20GT1/Evo.html,https://www.racingsportscars.com/chassis/photo/993-GT1-102.html
2001,43,Porsche 996 GT3-RS #WP0ZZZ99Z1S692066 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,7,GT,Orbit (USA),Closed bodywork,Rear-engined,Peter Baron (USA)/Kyle Petty (USA)/Gian Luigi Buitoni (USA)/Leo Hindery (USA)/Tony Kester (USA),HL CAPITAL,white/silver/red (+black),Dunlop,08/03/2002,Michael O. Crews,Porsche,996 GT3-RS,NA,#WP0ZZZ99Z1S692066,Result: 7th (26 laps behind the winner)Grid: 55th (1:56.2800),7th (26 laps behind the winner)Grid: 55th (1:56.2800),finished,55,1:56.2800,26 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-043.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-043.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-RS.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z1S692066.html
2001,81,Porsche 996 GT3-R #WP0ZZZ99ZYS692065 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,8,GT,G&W Motorsports (USA),Closed bodywork,Rear-engined,Darren Law (USA)/Matt Drendel (USA)/David Murry (USA)/Cort Wagner (USA)preliminary session only: Patrick Huisman (NL),NA,white/yellow,Yokohama,08/01/2004,Tobin Schuster,Porsche,996 GT3-R,NA,#WP0ZZZ99ZYS692065,Result: 8th (27 laps behind the winner)Grid: 44th (1:55.1720),8th (27 laps behind the winner)Grid: 44th (1:55.1720),finished,44,1:55.1720,27 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-081.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-081.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-R.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZYS692065.html
2001,10,BMW M3 E46 GT #PTG E46 GT 00-001 (PTG) - BMW L6 3200 cc N/A,9,GT,Genesis Racing (USA),Closed bodywork,Front-engined,Bill Auberlen (USA)/Chris Gleason (USA)/Rick Fairbanks (USA)/Chris Miller (USA),NATIONAL PAINTBALL,white/red,Yokohama,08/03/2002,Photos@VectorTrust.com,BMW,M3,E46 GT,#PTG E46 GT 00-001,Result: 9th (29 laps behind the winner)Grid: 48th (1:55.6720),9th (29 laps behind the winner)Grid: 48th (1:55.6720),finished,48,1:55.6720,29 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-010.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-010.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E46%20GT.html,https://www.racingsportscars.com/chassis/photo/PTG%20E46%20GT%2000-001.html
2001,39,Porsche 996 GT3-R #WP0ZZZ99ZYS692070 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,10,GT,White Lightning Racing (USA),Closed bodywork,Rear-engined,Hugh Plumb (USA)/Kimberly Hiskey (USA)/Michael Culver (CDN)DNS: Michael Petersen (USA),WESTWARD-HO/MPIE,white/red/yellow,Dunlop,08/01/2004,Tobin Schuster,Porsche,996 GT3-R,NA,#WP0ZZZ99ZYS692070,Result: 10th (29 laps behind the winner)Grid: 53rd (1:56.1650),10th (29 laps behind the winner)Grid: 53rd (1:56.1650),finished,53,1:56.1650,29 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-039.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-039.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-R.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZYS692070.html
2001,63,Kudzu DLY #010 - Mazda 4R Rotary,11,SRP,Downing Atlanta (USA),Open bodywork,Mid-engined,Howard Katz (USA)/Chris Ronson (USA)/A. J. Smith (USA)/Jim Downing (USA),hans,white,Goodyear,08/03/2002,Michael O. Crews,Kudzu,DLY,NA,#010,Result: 11th 1st in SRP (32 laps behind the winner)Grid: 15th (1:47.5720) - 14th fastest qualifier,11th 1st in SRP (32 laps behind the winner)Grid: 15th (1:47.5720) - 14th fastest qualifier,finished,15,1:47.5720,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-063.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-063.jpg,https://www.racingsportscars.com/make/photo/Kudzu.html,https://www.racingsportscars.com/type/photo/Kudzu/DLY.html,NA,https://www.racingsportscars.com/chassis/photo/DLY-010.html
2001,50,Porsche 996 GT3-R #WP0ZZZ99ZYS692068 - Porsche M96/77 F6 4v DOHC 3598 cc N/A,12,GT,Aasco - Boduck,Closed bodywork,Rear-engined,Craig Stanton (USA)/Andy Hajducky (USA)/Takashi Suzuki (J)preliminary session only: Bobby Oneglia (USA),EMC,black,Yokohama,03/11/2013,Rick Wilson Maison Blanche,Porsche,996 GT3-R,NA,#WP0ZZZ99ZYS692068,Result: 12th (38 laps behind the winner)Grid: 41st (1:54.7530),12th (38 laps behind the winner)Grid: 41st (1:54.7530),finished,41,1:54.7530,38 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2001/TN_Daytona-2001-02-04-050.jpg,https://www.racingsportscars.com/photo/2001/Daytona-2001-02-04-050.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3-R.html,NA,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZYS692068.html
